mode,seed_index,height,complexity,constraint_id,constraint_name,k,width,table_bytes,par,retries,hidden_bytes,hidden_validation_steps,hidden_validation_allocations,table_validation_steps,table_validation_allocations
global,10,4096,1024,6,small-literals,5,10,157,30,0,30,61,61,172,324
global,10,4096,2560,2,no-quote,8,18,174,41,0,41,129,89,297,305
global,10,4096,4095,2,no-quote,8,24,242,35,0,35,131,73,297,305
global,11,0,16,0,none,3,6,90,27,0,27,43,34,67,130
global,11,0,255,0,none,3,7,90,27,0,27,43,34,67,130
global,11,0,256,3,letrec-required,3,7,119,56,0,56,61,64,85,160
global,11,0,512,3,letrec-required,4,8,148,57,0,57,73,77,142,273
global,11,0,1024,2,no-quote,5,10,110,25,1,25,71,56,123,128
global,11,0,2560,2,no-quote,8,18,211,30,0,30,97,57,297,305
global,11,0,4095,2,no-quote,8,24,184,25,0,25,113,89,297,305
global,11,1,16,0,none,3,6,87,28,0,28,37,28,73,154
global,11,1,255,0,none,3,7,89,30,0,30,37,37,73,154
global,11,1,256,3,letrec-required,3,7,118,56,0,56,61,64,85,160
global,11,1,512,1,no-digits,4,8,141,30,1,30,57,45,126,265
global,11,1,1024,2,no-quote,5,10,92,29,0,29,61,56,123,128
global,11,1,2560,7,fold-required,8,18,294,51,0,51,137,193,436,757
global,11,1,4095,6,small-literals,8,24,261,30,0,30,113,89,404,733
global,11,16,16,0,none,3,6,88,27,0,27,43,34,67,130
global,11,16,255,0,none,3,7,118,30,0,30,37,37,73,154
global,11,16,256,1,no-digits,3,7,102,24,0,24,34,40,73,154
global,11,16,512,3,letrec-required,4,8,151,56,1,56,81,85,134,241
global,11,16,1024,1,no-digits,5,10,162,28,0,28,61,46,172,324
global,11,16,2560,6,small-literals,8,18,225,27,0,27,89,105,388,669
global,11,16,4095,2,no-quote,8,24,214,30,0,30,101,57,297,305
global,11,255,16,0,none,3,6,83,27,0,27,43,34,67,130
global,11,255,255,0,none,3,7,110,30,0,30,37,37,73,154
global,11,255,256,5,single-lambda,3,7,66,25,0,25,43,34,55,82
global,11,255,512,3,letrec-required,4,8,120,54,0,54,81,85,118,177
global,11,255,1024,1,no-digits,5,10,172,28,0,28,61,46,172,324
global,11,255,2560,7,fold-required,8,18,279,52,0,52,145,225,436,757
global,11,255,4095,2,no-quote,8,24,163,32,1,32,110,89,297,305
global,11,4096,16,0,none,3,6,95,26,0,26,34,40,73,154
global,11,4096,255,0,none,3,7,99,30,0,30,43,34,79,178
global,11,4096,256,1,no-digits,3,7,92,28,0,28,37,28,73,154
global,11,4096,512,0,none,4,8,127,30,0,30,49,49,118,233
global,11,4096,1024,6,small-literals,5,10,172,28,0,28,61,46,172,324
global,11,4096,2560,4,builtin-cap,8,18,263,30,0,30,97,97,388,669
global,11,4096,4095,6,small-literals,8,24,233,37,0,37,145,105,420,797
forced,23,8192,4095,0,none,8,24,232,56,0,56,329,349,384,653
forced,23,8192,4095,1,no-digits,8,24,268,37,1,37,145,105,420,797
forced,23,8192,4095,2,no-quote,8,24,267,37,1,37,89,73,345,337
forced,23,8192,4095,3,letrec-required,8,24,261,85,0,85,377,429,432,733
forced,23,8192,4095,4,builtin-cap,8,24,232,56,0,56,329,349,384,653
forced,23,8192,4095,5,single-lambda,8,24,171,32,0,32,108,89,340,477
forced,23,8192,4095,6,small-literals,8,24,244,28,0,28,97,137,388,669
forced,23,8192,4095,7,fold-required,8,24,256,80,0,80,377,437,432,741
