mode,seed_index,height,complexity,constraint_id,constraint_name,k,width,table_bytes,par,retries,hidden_bytes,hidden_validation_steps,hidden_validation_allocations,table_validation_steps,table_validation_allocations
global,11,0,512,3,letrec-required,4,8,137,55,0,55,73,77,142,273
global,11,0,1024,2,no-quote,5,10,107,24,1,24,71,56,123,128
global,11,0,2560,2,no-quote,8,18,197,30,0,30,97,57,297,305
global,11,0,4095,2,no-quote,8,24,178,24,0,24,113,89,297,305
global,11,1,16,0,none,3,6,80,27,0,27,37,28,73,154
global,11,1,255,0,none,3,7,85,29,0,29,37,37,73,154
global,11,1,256,3,letrec-required,3,7,113,54,0,54,61,64,85,160
global,11,1,512,1,no-digits,4,8,131,28,1,28,57,45,126,265
global,11,1,1024,2,no-quote,5,10,89,27,0,27,61,56,123,128
global,11,1,2560,7,fold-required,8,18,279,49,0,49,137,193,436,757
global,11,1,4095,6,small-literals,8,24,239,28,0,28,113,89,404,733
global,11,16,16,0,none,3,6,84,26,0,26,43,34,67,130
global,11,16,255,0,none,3,7,108,29,0,29,37,37,73,154
global,11,16,256,1,no-digits,3,7,94,27,1,27,37,28,73,154
global,11,16,512,3,letrec-required,4,8,144,54,1,54,81,85,134,241
global,11,16,1024,1,no-digits,5,10,149,27,0,27,61,46,172,324
global,11,16,2560,6,small-literals,8,18,211,26,0,26,89,105,388,669
global,11,16,4095,2,no-quote,8,24,200,30,0,30,101,57,297,305
global,11,255,16,0,none,3,6,79,26,0,26,43,34,67,130
global,11,255,255,0,none,3,7,100,29,0,29,37,37,73,154
global,11,255,256,5,single-lambda,3,7,77,27,3,27,37,28,73,154
global,11,255,512,3,letrec-required,4,8,113,51,0,51,81,85,118,177
global,11,255,1024,1,no-digits,5,10,159,27,0,27,61,46,172,324
global,11,255,2560,7,fold-required,8,18,264,49,0,49,145,225,436,757
global,11,255,4095,2,no-quote,8,24,157,31,1,31,110,89,297,305
global,11,4096,16,0,none,3,6,91,25,0,25,34,40,73,154
global,11,4096,255,0,none,3,7,92,28,0,28,43,34,79,178
global,11,4096,256,1,no-digits,3,7,85,27,0,27,37,28,73,154
global,11,4096,512,0,none,4,8,121,29,0,29,49,49,118,233
global,11,4096,1024,6,small-literals,5,10,159,27,0,27,61,46,172,324
global,11,4096,2560,4,builtin-cap,8,18,249,29,0,29,97,97,388,669
global,11,4096,4095,6,small-literals,8,24,203,35,0,35,145,105,420,797
forced,23,8192,4095,0,none,8,24,218,52,0,52,329,349,384,653
forced,23,8192,4095,1,no-digits,8,24,238,35,1,35,145,105,420,797
forced,23,8192,4095,2,no-quote,8,24,237,36,1,36,89,73,345,337
forced,23,8192,4095,3,letrec-required,8,24,246,80,0,80,377,429,432,733
forced,23,8192,4095,4,builtin-cap,8,24,218,52,0,52,329,349,384,653
forced,23,8192,4095,5,single-lambda,8,24,157,31,0,31,108,89,340,477
forced,23,8192,4095,6,small-literals,8,24,230,26,0,26,97,137,388,669
forced,23,8192,4095,7,fold-required,8,24,241,75,0,75,377,437,432,741
